"Town","FIPS","Year","Foreclosure","Measure Type","Variable","Value"
"Waterbury","0900980070","2012","Lis Penden Filings","Number","Foreclosures","885"
"Waterbury","0900980070","2012","Total Foreclosures","Number","Foreclosures","282"
"Waterbury","0900980070","2013","Lis Penden Filings","Number","Foreclosures","1006"
"Waterbury","0900980070","2013","Total Foreclosures","Number","Foreclosures","396"
"Waterbury","0900980070","2014","Lis Penden Filings","Number","Foreclosures","457"
"Waterbury","0900980070","2014","Total Foreclosures","Number","Foreclosures","425"
"Waterbury","0900980070","2015","Lis Penden Filings","Number","Foreclosures","450"
"Waterbury","0900980070","2015","Total Foreclosures","Number","Foreclosures","340"
"Waterbury","0900980070","2016","Lis Penden Filings","Number","Foreclosures","540"
"Waterbury","0900980070","2016","Total Foreclosures","Number","Foreclosures","65"
"Waterford","0901180280","2008","Lis Penden Filings","Number","Foreclosures","60"
"Waterford","0901180280","2008","Total Foreclosures","Number","Foreclosures","26"
"Waterford","0901180280","2009","Lis Penden Filings","Number","Foreclosures","128"
"Waterford","0901180280","2009","Total Foreclosures","Number","Foreclosures","24"
"Waterford","0901180280","2010","Lis Penden Filings","Number","Foreclosures","106"
"Waterford","0901180280","2010","Total Foreclosures","Number","Foreclosures","19"
"Waterford","0901180280","2011","Lis Penden Filings","Number","Foreclosures","54"
"Waterford","0901180280","2011","Total Foreclosures","Number","Foreclosures","21"
"Waterford","0901180280","2012","Lis Penden Filings","Number","Foreclosures","90"
"Waterford","0901180280","2012","Total Foreclosures","Number","Foreclosures","25"
"Waterford","0901180280","2013","Lis Penden Filings","Number","Foreclosures","147"
"Waterford","0901180280","2013","Total Foreclosures","Number","Foreclosures","19"
"Waterford","0901180280","2014","Lis Penden Filings","Number","Foreclosures","1858"
"Waterford","0901180280","2014","Total Foreclosures","Number","Foreclosures","36"
"Waterford","0901180280","2015","Lis Penden Filings","Number","Foreclosures","72"
"Waterford","0901180280","2015","Total Foreclosures","Number","Foreclosures","9"
"Waterford","0901180280","2016","Lis Penden Filings","Number","Foreclosures","75"
"Waterford","0901180280","2016","Total Foreclosures","Number","Foreclosures","26"
"Watertown","0900580490","2008","Lis Penden Filings","Number","Foreclosures","71"
"Watertown","0900580490","2008","Total Foreclosures","Number","Foreclosures","15"
"Watertown","0900580490","2009","Lis Penden Filings","Number","Foreclosures","120"
"Watertown","0900580490","2009","Total Foreclosures","Number","Foreclosures","22"
"Watertown","0900580490","2010","Lis Penden Filings","Number","Foreclosures","126"
"Watertown","0900580490","2010","Total Foreclosures","Number","Foreclosures","43"
"Watertown","0900580490","2011","Lis Penden Filings","Number","Foreclosures","59"
"Watertown","0900580490","2011","Total Foreclosures","Number","Foreclosures","24"
"Watertown","0900580490","2012","Lis Penden Filings","Number","Foreclosures","97"
"Watertown","0900580490","2012","Total Foreclosures","Number","Foreclosures","31"
"Watertown","0900580490","2013","Lis Penden Filings","Number","Foreclosures","116"
"Watertown","0900580490","2013","Total Foreclosures","Number","Foreclosures","33"
"Watertown","0900580490","2014","Lis Penden Filings","Number","Foreclosures","8"
"Watertown","0900580490","2014","Total Foreclosures","Number","Foreclosures","68"
"Watertown","0900580490","2015","Lis Penden Filings","Number","Foreclosures","77"
"Watertown","0900580490","2015","Total Foreclosures","Number","Foreclosures","13"
"Watertown","0900580490","2016","Lis Penden Filings","Number","Foreclosures","72"
"Watertown","0900580490","2016","Total Foreclosures","Number","Foreclosures","53"
"Westbrook","0900781680","2008","Lis Penden Filings","Number","Foreclosures","24"
"Westbrook","0900781680","2008","Total Foreclosures","Number","Foreclosures","4"
"Westbrook","0900781680","2009","Lis Penden Filings","Number","Foreclosures","40"
"Westbrook","0900781680","2009","Total Foreclosures","Number","Foreclosures","6"
"Westbrook","0900781680","2010","Lis Penden Filings","Number","Foreclosures","39"
"Westbrook","0900781680","2010","Total Foreclosures","Number","Foreclosures","10"
"Westbrook","0900781680","2011","Lis Penden Filings","Number","Foreclosures","35"
"Westbrook","0900781680","2011","Total Foreclosures","Number","Foreclosures","4"
"Westbrook","0900781680","2012","Lis Penden Filings","Number","Foreclosures","27"
"Westbrook","0900781680","2012","Total Foreclosures","Number","Foreclosures","0"
"Westbrook","0900781680","2013","Lis Penden Filings","Number","Foreclosures","42"
"Westbrook","0900781680","2013","Total Foreclosures","Number","Foreclosures","2"
"Westbrook","0900781680","2014","Lis Penden Filings","Number","Foreclosures","3"
"Westbrook","0900781680","2014","Total Foreclosures","Number","Foreclosures","5"
"Westbrook","0900781680","2015","Lis Penden Filings","Number","Foreclosures","18"
"Westbrook","0900781680","2015","Total Foreclosures","Number","Foreclosures","0"
"Westbrook","0900781680","2016","Lis Penden Filings","Number","Foreclosures","22"
"Westbrook","0900781680","2016","Total Foreclosures","Number","Foreclosures","0"
"West Hartford","0900382590","2008","Lis Penden Filings","Number","Foreclosures","138"
"West Hartford","0900382590","2008","Total Foreclosures","Number","Foreclosures","39"
"West Hartford","0900382590","2009","Lis Penden Filings","Number","Foreclosures","178"
"West Hartford","0900382590","2009","Total Foreclosures","Number","Foreclosures","29"
"West Hartford","0900382590","2010","Lis Penden Filings","Number","Foreclosures","227"
"West Hartford","0900382590","2010","Total Foreclosures","Number","Foreclosures","49"
"West Hartford","0900382590","2011","Lis Penden Filings","Number","Foreclosures","110"
"West Hartford","0900382590","2011","Total Foreclosures","Number","Foreclosures","23"
"West Hartford","0900382590","2012","Lis Penden Filings","Number","Foreclosures","153"
"West Hartford","0900382590","2012","Total Foreclosures","Number","Foreclosures","16"
"West Hartford","0900382590","2013","Lis Penden Filings","Number","Foreclosures","162"
"West Hartford","0900382590","2013","Total Foreclosures","Number","Foreclosures","6"
"West Hartford","0900382590","2014","Lis Penden Filings","Number","Foreclosures","7"
"West Hartford","0900382590","2014","Total Foreclosures","Number","Foreclosures","2"
"West Hartford","0900382590","2015","Lis Penden Filings","Number","Foreclosures","83"
"West Hartford","0900382590","2015","Total Foreclosures","Number","Foreclosures","0"
"West Hartford","0900382590","2016","Lis Penden Filings","Number","Foreclosures","107"
"West Hartford","0900382590","2016","Total Foreclosures","Number","Foreclosures","21"
"West Haven","0900982870","2008","Lis Penden Filings","Number","Foreclosures","380"
"West Haven","0900982870","2008","Total Foreclosures","Number","Foreclosures","137"
"West Haven","0900982870","2009","Lis Penden Filings","Number","Foreclosures","531"
"West Haven","0900982870","2009","Total Foreclosures","Number","Foreclosures","120"
"West Haven","0900982870","2010","Lis Penden Filings","Number","Foreclosures","496"
"West Haven","0900982870","2010","Total Foreclosures","Number","Foreclosures","153"
"West Haven","0900982870","2011","Lis Penden Filings","Number","Foreclosures","260"
"West Haven","0900982870","2011","Total Foreclosures","Number","Foreclosures","68"
"West Haven","0900982870","2012","Lis Penden Filings","Number","Foreclosures","438"
"West Haven","0900982870","2012","Total Foreclosures","Number","Foreclosures","79"
"West Haven","0900982870","2013","Lis Penden Filings","Number","Foreclosures","453"
"West Haven","0900982870","2013","Total Foreclosures","Number","Foreclosures","94"
"West Haven","0900982870","2014","Lis Penden Filings","Number","Foreclosures","20"
"West Haven","0900982870","2014","Total Foreclosures","Number","Foreclosures","156"
"West Haven","0900982870","2015","Lis Penden Filings","Number","Foreclosures","284"
"West Haven","0900982870","2015","Total Foreclosures","Number","Foreclosures","137"
"West Haven","0900982870","2016","Lis Penden Filings","Number","Foreclosures","330"
"West Haven","0900982870","2016","Total Foreclosures","Number","Foreclosures","48"
"Weston","0900183430","2008","Lis Penden Filings","Number","Foreclosures","34"
"Weston","0900183430","2008","Total Foreclosures","Number","Foreclosures","5"
"Weston","0900183430","2009","Lis Penden Filings","Number","Foreclosures","83"
"Weston","0900183430","2009","Total Foreclosures","Number","Foreclosures","8"
"Weston","0900183430","2010","Lis Penden Filings","Number","Foreclosures","65"
"Weston","0900183430","2010","Total Foreclosures","Number","Foreclosures","11"
"Weston","0900183430","2011","Lis Penden Filings","Number","Foreclosures","23"
"Weston","0900183430","2011","Total Foreclosures","Number","Foreclosures","5"
"Weston","0900183430","2012","Lis Penden Filings","Number","Foreclosures","47"
"Weston","0900183430","2012","Total Foreclosures","Number","Foreclosures","9"
"Weston","0900183430","2013","Lis Penden Filings","Number","Foreclosures","35"
"Weston","0900183430","2013","Total Foreclosures","Number","Foreclosures","7"
"Weston","0900183430","2014","Lis Penden Filings","Number","Foreclosures","4"
"Weston","0900183430","2014","Total Foreclosures","Number","Foreclosures","13"
"Weston","0900183430","2015","Lis Penden Filings","Number","Foreclosures","30"
"Weston","0900183430","2015","Total Foreclosures","Number","Foreclosures","14"
"Weston","0900183430","2016","Lis Penden Filings","Number","Foreclosures","33"
"Weston","0900183430","2016","Total Foreclosures","Number","Foreclosures","10"
"Westport","0900183500","2008","Lis Penden Filings","Number","Foreclosures","43"
"Westport","0900183500","2008","Total Foreclosures","Number","Foreclosures","8"
"Westport","0900183500","2009","Lis Penden Filings","Number","Foreclosures","111"
"Westport","0900183500","2009","Total Foreclosures","Number","Foreclosures","10"
"Westport","0900183500","2010","Lis Penden Filings","Number","Foreclosures","85"
"Westport","0900183500","2010","Total Foreclosures","Number","Foreclosures","18"
"Westport","0900183500","2011","Lis Penden Filings","Number","Foreclosures","36"
"Westport","0900183500","2011","Total Foreclosures","Number","Foreclosures","2"
"Westport","0900183500","2012","Lis Penden Filings","Number","Foreclosures","109"
"Westport","0900183500","2012","Total Foreclosures","Number","Foreclosures","1"
"Westport","0900183500","2013","Lis Penden Filings","Number","Foreclosures","70"
"Westport","0900183500","2013","Total Foreclosures","Number","Foreclosures","1"
"Westport","0900183500","2014","Lis Penden Filings","Number","Foreclosures","40"
"Westport","0900183500","2014","Total Foreclosures","Number","Foreclosures","1"
"Westport","0900183500","2015","Lis Penden Filings","Number","Foreclosures","46"
"Westport","0900183500","2015","Total Foreclosures","Number","Foreclosures","0"
"Westport","0900183500","2016","Lis Penden Filings","Number","Foreclosures","75"
"Westport","0900183500","2016","Total Foreclosures","Number","Foreclosures","2"
"Wethersfield","0900384900","2008","Lis Penden Filings","Number","Foreclosures","58"
"Wethersfield","0900384900","2008","Total Foreclosures","Number","Foreclosures","9"
"Wethersfield","0900384900","2009","Lis Penden Filings","Number","Foreclosures","101"
"Wethersfield","0900384900","2009","Total Foreclosures","Number","Foreclosures","24"
"Wethersfield","0900384900","2010","Lis Penden Filings","Number","Foreclosures","106"
"Wethersfield","0900384900","2010","Total Foreclosures","Number","Foreclosures","26"
"Wethersfield","0900384900","2011","Lis Penden Filings","Number","Foreclosures","79"
"Wethersfield","0900384900","2011","Total Foreclosures","Number","Foreclosures","17"
"Wethersfield","0900384900","2012","Lis Penden Filings","Number","Foreclosures","86"
"Wethersfield","0900384900","2012","Total Foreclosures","Number","Foreclosures","17"
"Wethersfield","0900384900","2013","Lis Penden Filings","Number","Foreclosures","98"
"Wethersfield","0900384900","2013","Total Foreclosures","Number","Foreclosures","25"
"Wethersfield","0900384900","2014","Lis Penden Filings","Number","Foreclosures","5"
"Wethersfield","0900384900","2014","Total Foreclosures","Number","Foreclosures","41"
"Wethersfield","0900384900","2015","Lis Penden Filings","Number","Foreclosures","67"
"Wethersfield","0900384900","2015","Total Foreclosures","Number","Foreclosures","29"
"Wethersfield","0900384900","2016","Lis Penden Filings","Number","Foreclosures","89"
"Wethersfield","0900384900","2016","Total Foreclosures","Number","Foreclosures","21"
"Willington","0901385950","2008","Lis Penden Filings","Number","Foreclosures","16"
"Willington","0901385950","2008","Total Foreclosures","Number","Foreclosures","9"
"Willington","0901385950","2009","Lis Penden Filings","Number","Foreclosures","19"
"Willington","0901385950","2009","Total Foreclosures","Number","Foreclosures","4"
"Willington","0901385950","2010","Lis Penden Filings","Number","Foreclosures","21"
"Willington","0901385950","2010","Total Foreclosures","Number","Foreclosures","4"
"Willington","0901385950","2011","Lis Penden Filings","Number","Foreclosures","11"
"Willington","0901385950","2011","Total Foreclosures","Number","Foreclosures","3"
"Willington","0901385950","2012","Lis Penden Filings","Number","Foreclosures","11"
"Willington","0901385950","2012","Total Foreclosures","Number","Foreclosures","1"
"Willington","0901385950","2013","Lis Penden Filings","Number","Foreclosures","20"
"Willington","0901385950","2013","Total Foreclosures","Number","Foreclosures","9"
"Willington","0901385950","2014","Lis Penden Filings","Number","Foreclosures","11"
"Willington","0901385950","2014","Total Foreclosures","Number","Foreclosures","7"
